Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,24558.7636778868,26527.5930910347,32294.0488606559,36889.2335135194,38417.4577857677,40669.3269586152,46915.3374004507,51919.9835754226,48153.3240199631,46903.7615854343,51442.2762464407,48564.9173350875,50731.1272541847,51786.3771747905,44195.8175947748,45307.5878620429,47429.1584564387,51466.5565633634,50070.4033482901,48809.2268762243
Austria,AUT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.99210000038147,2.06597995758057,2.17456007003784,2.16612005233765,2.37323999404907,2.35923004150391,2.41843008995056,2.56944990158081,2.59674000740051,2.72609996795654,2.66867995262146,2.91472005844116,2.95492005348206,3.08429002761841,3.04969000816345,3.11654996871948,3.05656003952026,3.09057998657227,3.12971997261047,3.20128011703491
Austria,AUT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.57547998428345,5.52213001251221,5.36183023452759,5.30243015289307,5.24937009811401,5.22652006149292,5.14690017700195,5.26395988464355,5.73024988174438,5.70047998428345,5.59226989746094,5.48040008544922,5.54711008071899,5.44761991500854,5.45658016204834,5.4796199798584,5.37159013748169,5.22452020645142,5.21291017532349,5.07000017166138
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.44410916140459,8.58331747454014,9.16834390776994,9.27561409968639,9.26611355969716,8.96156919548461,8.58780176061628,8.49967401978365,7.72114398171392,8.36501490116616,8.13547438124649,7.72361448670012,7.75369957604068,7.26040422807808,7.31715887345687,7.28881998322196,7.4861615826868,7.13306391934265,7.2939842524557,..
Austria,AUT,Arable land (% of land area),AG.LND.ARBL.ZS,16.8080465341735,16.7838099854581,16.7235821619001,16.714735821619,16.7317014057198,16.6892874454678,16.6747455162385,16.5899175957344,16.5608337372758,16.5269025690742,16.4760058167717,16.4214735821619,16.4069316529326,16.3802714493456,16.3124091129423,16.2928986912264,16.1044595249636,16.0827678138633,16.0631362094038,16.0092098885119
Austria,AUT,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,18.6,19.3,18.2,17.5,17.2,16.4,16,15.8,16,16.1,16.5,16.3,16.2,16.5,16,15.5,15.4,15.7,14.6,..
Austria,AUT,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,77.8199996948242,76.5400009155273,76.5500030517578,74.7099990844727,75.8600006103516,76.379997253418,77.1600036621094,75.4400024414063,75.8399963378906,75.4700012207031,76.0699996948242,76.6500015258789,77.0100021362305,76.6800003051758,76.7900009155273,76.75,77.2300033569336,76.6399993896484,76.6100006103516,76.7699966430664
Austria,AUT,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,9.64000034332275,11.8400001525879,11.2200002670288,10.710000038147,10.3699998855591,11.7299995422363,10.789999961853,10.5600004196167,10.1599998474121,10.3400001525879,10.7600002288818,11.039999961853,10.9099998474121,10.4499998092651,10.4200000762939,11.0100002288818,11.4200000762939
Austria,AUT,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,21.2,16,16,16,16.4,16.1,15.4,17,17.1,16.8,16.8,16.9,17,17.1,17.1,..
Austria,AUT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,27.9655719884559,26.9755003214763,26.6469699320882,26.3086724864457,25.5139554642579,25.0504425566822,25.3919943156154,26.0775197165623,25.2251652368968,25.2816355062362,25.4279852755305,25.92819764092,26.4151730942712,26.4178983110922,26.8261674155428,25.4191692326751,25.4222261761887,25.4175021216714,25.5821783311983,24.1869279246765
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,1244.37318523431,1479.31458271677,1819.76605926177,2378.62328600741,3125.81053502853,3847.43412382153,4735.65760793999,6377.36973201232,5352.5839116007,6033.6862392722,6527.17386871642,6953.13251493684,7998.12523878099,8341.39967861093,5967.05220384914,5039.68188628499,5785.67067254068,6360.06247301284,6837.71782606351,6542.79749130553
Belarus,BLR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.708760023117065,0.620899975299835,0.611469984054565,0.627590000629425,0.678520023822784,0.660650014877319,0.962029993534088,0.741469979286194,0.621670007705688,0.669130027294159,0.677600026130676,0.646030008792877,0.651910006999969,0.505479991436005,0.499989986419678,0.500630021095276,0.584110021591187,0.604430019855499,0.577329993247986,0.548969984054565
Belarus,BLR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,5.7122597694397,5.8710298538208,6.07696008682251,5.15210008621216,..,4.3689398765564,5.22003984451294,4.68479013442993,4.95964002609253,5.0094199180603,4.81830978393555,4.78751993179321,4.94654989242554,4.79499006271362,5.38111019134521,4.97947978973389,4.95244979858398
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.2253355450026,5.25464983319608,5.37933561051115,5.75942035356173,5.87546545880183,6.15517612964817,6.02973380643947,6.3528646171564,6.03919199041966,6.50264283027936,6.18814293004508,6.34498139130488,6.35271219487384,6.29728586979012,5.79426692004421,5.82297945722189,5.92135145960453,6.24550731507705,6.12223776544422,..
Belarus,BLR,Arable land (% of land area),AG.LND.ARBL.ZS,28.4011358482381,27.688348313111,27.4570321359195,27.3549786751473,27.322970128135,27.3035524188779,27.2004573659075,27.1855378458566,27.3240741653442,27.279179111098,27.2485338327337,27.2155111656539,27.4001025095117,27.8958285092106,27.9705189724995,28.0006699903443,28.2134904526376,28.1407035175879,28.1477101963393,27.8845206424278
Belarus,BLR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,43.3,44.3,42.9,42.1,43.5,40.9,36.8,36.7,36.5,35.9,36.2,29.9,27.9,26.3,24.3,24.2,23.3,22.8,21.2,..
Belarus,BLR,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.9599990844727,83.7600021362305,83.6999969482422,83.3899993896484,83.370002746582
Belarus,BLR,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,12.0799999237061,..,..,..,..,..,..,0.479999989271164,0.379999995231628,0.540000021457672,9.25,9.18000030517578
Belarus,BLR,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,21.4,21.4,20.8,22,22,21.9,21.7,12.9,9.7,9.5,11,10.9,10.8,11.1,11.1,..
Belarus,BLR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,15.7546642442876,14.2010383230738,17.6881219095961,18.3713469008917,20.1496562779039,22.2230966228065,23.7266987288672,25.3533892055523,18.6294706290955,16.321438373621,14.5090725642403,14.6629750334495,13.3549628478795,12.6977245264198,14.1730944654204,13.7882356123814,13.0190056104974,14.6725689698389,13.3015061393462,12.0229071990569
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,23015.0712632462,25006.191397109,30655.2092679024,35429.4077933344,36809.7013403619,38705.1067959147,44319.165448813,48303.397956286,44760.2912443709,44184.946353964,47410.5669277464,44670.5606845101,46757.9518559598,47764.0715120833,41008.296719472,42012.6227191016,44198.4823908691,47544.9811472757,46638.6813054855,45517.7949301847
Belgium,BEL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.03278994560242,1.90324997901917,1.8411899805069,1.82050001621246,1.79060995578766,1.8226900100708,1.84999001026154,1.93684005737305,1.99860000610352,2.06188011169434,2.17332005500793,2.28114008903503,2.33072996139526,2.37001991271973,2.42816996574402,2.52338004112244,2.66666007041931,2.86031007766724,3.16000008583069,3.47720003128052
Belgium,BEL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,5.79585981369019,..,..,6.33294010162354,6.45809984207153,6.44259023666382,6.43199014663696,6.25576496124268,6.63052988052368,6.59046983718872,6.4515700340271,6.46173000335693,6.42534017562866,6.38137006759644,6.33975982666016,6.71000003814697
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.5043206822099,10.7279884826909,11.1313145272907,10.9412242294738,10.5557823718867,10.3005720657855,9.84311587357925,9.98415218275303,9.23170127271377,9.79479224161996,8.74050515161928,8.5775258769088,8.65547751219134,8.04171121528318,8.43785199879601,8.31493180826759,8.15109567890864,8.19633858929077,8.09558395403513,..
Belgium,BEL,Arable land (% of land area),AG.LND.ARBL.ZS,27.9062087186262,27.4768824306473,27.5759577278732,27.7410832232497,27.8401585204756,27.8071334214003,27.7080581241744,27.8731836195509,27.7410832232497,27.5429326287979,27.2457067371202,26.5191545574637,26.9484808454425,26.9815059445178,27.3943196829591,28.0515191545575,27.6089828269485,28.0713342140026,28.3119550858653,28.5626354029062
Belgium,BEL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,22.3,20.9,21.5,20.2,20.7,20.2,18.7,20.3,20.6,20.5,21.1,20.8,19.5,19.4,18.6,19.3,18.9,18.7,18.3,..
Belgium,BEL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,82.2600021362305,81.3499984741211,81.2900009155273,81.5299987792969,81.8399963378906,78.6100006103516,79.2399978637695,78.3199996948242,77.620002746582,76.9599990844727,76.0699996948242,75.9100036621094,75.8300018310547,75.7399978637695,75.0199966430664,75.0500030517578,75.4100036621094,75.1600036621094,74.9100036621094,74.9599990844727
Belgium,BEL,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,8.55000019073486,13.0200004577637,11.2399997711182,11.1599998474121,10.1400003433228,11.0799999237061,10.8599996566772,11.8100004196167,12.3500003814697,12.6800003051758,12.0500001907349,12.1800003051758,9.89000034332275,9.31999969482422,9.14999961853027,9.25,9.21000003814697
Belgium,BEL,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,9.8,9.8,7.9,6,5.4,7.4,7.8,7.8,8.3,8.3,8.4,9.1,10.3,10.9,10.3,..
Belgium,BEL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,26.7865121102057,25.712345094836,25.0766180109402,25.5379612606576,25.4713299290151,25.2877504793919,24.7885375338784,25.2541698756848,23.7814627872664,24.4682424221396,24.9366568094395,25.8241412500612,26.1908470779882,26.1345254492953,24.3545378057285,22.8423291844664,23.4482589712933,24.0085660105362,22.62131642449,21.9701439434847
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,1382.80542024858,1602.6951437748,2031.32277450429,2451.82168073601,2741.11851892289,3170.11784995261,3936.94001256103,4846.77642113418,4542.28263659833,4507.05443324588,4981.03568097896,4688.37662297884,5025.07459738709,5196.86080042254,4599.90102879933,4858.77592634808,5255.80705791233,5936.10150173874,6011.37067052755,6012.06276705855
Bosnia and Herzegovina,BIH,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,0.0182600002735853,0.0159000009298325,0.0269699990749359,0.0196899995207787,0.0252100005745888,0.0184199996292591,0.021059999242425,..,..,0.265329986810684,0.321319997310638,0.257250010967255,0.218600004911423,0.215939998626709,0.200479999184608,0.194849997758865,0.192640006542206,0.206139996647835
Bosnia and Herzegovina,BIH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.28014852207378,3.46797964458371,3.55422169250248,3.75827319649329,3.96405037109821,4.41341061954135,4.7132195181808,5.26450330803577,5.30978019536791,5.46825477464386,6.3422653404862,5.97652799755079,6.03998452588325,5.45775095044905,5.56702529030628,6.41772191918839,6.59297159736706,6.64680674805859,6.26950657013477,..
Bosnia and Herzegovina,BIH,Arable land (% of land area),AG.LND.ARBL.ZS,19.7265625,19.47265625,19.86328125,20.078125,20.01953125,20.05859375,19.9609375,19.6875,19.47265625,19.609375,19.62890625,19.58984375,19.70703125,19.6484375,19.9609375,20.0390625,20.703125,20.09765625,19.82421875,19.82421875
Bosnia and Herzegovina,BIH,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.4,9.8,9.9,10,10.8,10.7,11.5,10.8,10.7,10.5,10.6,10.4,10.6,10.6,10.7,10.5,10.5,10.8,10.9,..
Bosnia and Herzegovina,BIH,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,68.0500030517578,..,..,..,..,72.9499969482422,79.6699981689453,80.4599990844727,81.2600021362305,79.7399978637695,83.7099990844727,79.7600021362305,81.2399978637695,81.379997253418,78.9599990844727,78.9199981689453,77.4800033569336,76.5599975585938,74.5999984741211,79.6699981689453
Bosnia and Herzegovina,BIH,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,32.4500007629395,..,..,..,..,35.4900016784668,32.3600006103516,27.3700008392334,26.6299991607666,28.7299995422363,28.2999992370605,28.9200000762939,26.6299991607666,27.1000003814697,28.3500003814697,27.0900001525879,25.5100002288818,22.6100006103516,22.6000003814697,21.8099994659424
Bosnia and Herzegovina,BIH,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,22.1,22,22.1,22.1,5.3,5.6,7.1,7.1,7.3,7.2,7.2,7.2,8.4,8.4,8.4,..
Bosnia and Herzegovina,BIH,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,19.8860927318636,21.6899552066421,21.3942700368894,20.3021134980364,18.9462859840219,19.685676403117,20.3056652821355,20.4775399413527,19.751544642443,19.777901772831,19.9342159770549,19.951491172602,20.2593373449807,20.4407478263977,20.1013533136509,19.0093054070507
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,1770.91353394746,2092.95769387611,2719.49750761794,3389.70680201547,3899.90772068651,4523.0508329806,5888.77685220636,7271.39583653299,6988.23342017279,6853.00285388669,7849.16528274432,7432.47876568071,7681.93461995882,7901.78587639382,7074.68102325059,7569.47881476759,8366.29322145748,9446.71709419731,9879.33434282707,10129.8129597638
Bulgaria,BGR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.447089999914169,0.464729994535446,0.472220003604889,0.470860004425049,0.442690014839172,0.44216001033783,0.430299997329712,0.447659999132156,0.493380010128021,0.563069999217987,0.529510021209717,0.600359976291656,0.634329974651337,0.790050029754639,0.949169993400574,0.769760012626648,0.739950001239777,0.753790020942688,0.832369983196259,0.853510022163391
Bulgaria,BGR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.38423991203308,3.38608002662659,3.99845004081726,2.31995010375977,4.10879993438721,3.90346002578735,3.68264007568359,4.2223801612854,4.27429008483887,3.85796999931335,3.5469799041748,3.47637009620667,4.05822992324829,4.0829291343689,3.92179489135742,3.4033100605011,4.07527017593384,4.04530000686646,4.19717979431152,4.03999996185303
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.76715957839179,5.5632388404578,6.16437100396881,6.12554853369942,6.2658541744854,6.43992357382198,6.97119181064137,6.67862442701865,5.76403094864345,6.04954401644367,6.75527812444523,6.16215310962387,5.45896380820016,5.82092471406323,6.20786531681232,5.83488198114205,6.2012902397538,5.82203361005485,5.61085727989368,..
Bulgaria,BGR,Arable land (% of land area),AG.LND.ARBL.ZS,31.3386965560879,30.8363970588235,30.5507033189299,30.4615667524825,29.2065537555228,28.8318144159072,28.404382653531,28.4320044194826,28.9793662490789,29.3478260869565,29.9373618275608,30.5545320560059,32.0467943994105,32.1112748710391,32.3295873249816,32.2033898305085,32.1396462785556,32.0375829034635,32.0191599115696,32.1665438467207
Bulgaria,BGR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,17.5,17.5,15.1,14.2,13.3,13.4,12.5,13.2,12.3,12.4,11,12.5,10.5,10.4,9.8,9.7,10.3,9.7,9.7,..
Bulgaria,BGR,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,76.1999969482422,76.0699996948242,76.1699981689453,77.3099975585938,76.0199966430664,73.4100036621094,74.4700012207031,75.5400009155273,74.9100036621094,74.6900024414063,73.3300018310547,73.3899993896484,73.5800018310547,73.7399978637695,74.4400024414063,73.9400024414063,74.6999969482422,74.5,75.9700012207031,75.3199996948242
Bulgaria,BGR,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,28.2900009155273,24.3700008392334,25.0499992370605,22.2399997711182,19.1399993896484,17.3999996185303,19.4500007629395,21.0300006866455,21.8099994659424,21.5300006866455,21.6000003814697,20.2399997711182,19.2800006866455,18.2000007629395,15.3100004196167,15.039999961853,13.7200002670288,14.4399995803833
Bulgaria,BGR,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,7,5.8,6.8,4.3,4.6,4.7,5,4.9,5,5,5,5,5,4.9,4.9,..
Bulgaria,BGR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,19.7804941270264,18.1476658113756,20.1151861523983,21.0295709865638,20.8855219915078,21.812020406639,21.7606132992206,21.9738798204441,18.5864986441581,17.8737996906608,17.8831273621271,18.3846507579535,19.6890596535923,19.5660131982178,20.0714466239333,20.3242794923867,20.5117038349021,19.9038514116676,20.4736245713875,20.2679594626726
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,5409.65219372513,6295.7152079073,8138.42810922399,9760.13086042749,10634.2357827089,11810.0530029407,14069.3480117633,16461.289132195,14708.8809120687,14124.8108429702,14812.8694716528,13443.1352298628,13871.3299049143,13784.4783575033,11952.3111753908,12552.2553786198,13655.8159387619,15244.4310483476,15331.8830536722,14198.7539594744
Croatia,HRV,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.917069971561432,0.941240012645721,0.941690027713776,1.02135002613068,0.848770022392273,0.733910024166107,0.786220014095306,0.880410015583038,0.838249981403351,0.735319972038269,0.74125999212265,0.741850018501282,0.80010998249054,0.773829996585846,0.829479992389679,0.851620018482208,0.848919987678528,0.952300012111664,1.08105003833771,1.24844002723694
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,3.78326988220215,3.83135008811951,3.78584003448486,..,..,3.9408700466156,4.25213003158569,4.35808992385864,4.19863986968994,4.09654998779297,4.77677822113037,4.50039005279541,4.94188404083252,4.93153858184814,4.71728134155273,3.85475993156433,3.90755009651184,3.91686010360718,5.53999996185303
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.46548805691265,4.71389597134972,5.02161212807634,4.90173311840118,4.97663089361019,5.01257332665105,5.30831722875359,5.04210834436146,4.71757156457357,4.53039920931556,4.44561577421354,4.07961645686177,3.99700265430152,3.83164446942416,3.94899243160624,4.04374410495304,4.22108594829621,4.01923466854666,4.06370783264011,..
Croatia,HRV,Arable land (% of land area),AG.LND.ARBL.ZS,15.2561167549006,15.3455429961368,15.4384961761132,15.1347294689443,15.5993138446144,15.7422628832821,15.2240726181116,15.3795296976628,15.5153312843971,16.1603888213852,16.0228003716675,16.1961260810521,15.6600671860482,14.5254091916232,15.0757629904939,15.6171824744479,14.5986705739404,14.3663783861054,14.7058823529412,15.8863473909936
Croatia,HRV,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,19.7,19.5,19.7,20.2,20.1,18.3,18.1,18.4,18.3,18.3,16.4,18.4,16.5,17.3,17.6,16.4,15.7,16.4,16.4,..
Croatia,HRV,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,77.3600006103516,77.2099990844727,77.6900024414063,74.8300018310547,71.5699996948242,75.8899993896484,75.3899993896484,75.4300003051758,74.75,72.4599990844727,73.370002746582,72.9800033569336,74.3000030517578,73.1600036621094,71.6800003051758,72.4800033569336,72.2399978637695,72.0599975585938,71.6600036621094
Croatia,HRV,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,16.7199993133545,14.1800003051758,12.8699998855591,11.6199998855591,13.4300003051758,15.6700000762939,16.2199993133545,16.5900001525879,19.6299991607666,19.3299999237061,18.1200008392334,16.8999996185303,15.3500003814697,13.5699996948242,11.7799997329712,12.2399997711182
Croatia,HRV,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Croatia,HRV,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.2539652328347,21.6480039680082,21.1020174963264,20.324890478701,20.361581856263,20.6991932014291,20.5619138163839,20.3415445526008,19.4415960846155,19.4995893692055,18.913266662758,19.4604238732393,19.9837433652382,19.6746405573096,20.5481499306608,21.0229021559633,21.1782185134797,21.5046166482668,21.6729080648553,20.6031528060137
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,14821.447265625,16093.21484375,20252.23828125,23792.62109375,24959.259765625,26729.32421875,31244.92578125,35397.36328125,32109.2421875,31105.3984375,32486.4296875,28993.349609375,27799.119140625,27245.365234375,23487.125,24715.73046875,26697.171875,29418.935546875,29417.138671875,28036.189453125
Cyprus,CYP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.236939996480942,0.279670000076294,0.318340003490448,0.335640013217926,0.367269992828369,0.383459985256195,0.400070011615753,0.385939985513687,0.444370001554489,0.444090008735657,0.45388999581337,0.438879996538162,0.4860700070858,0.513599991798401,0.476889997720718,0.522019982337952,0.544390022754669,0.61583000421524,0.714630007743835,0.82234001159668
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.11552000045776,5.58166980743408,6.6702299118042,6.11772012710571,6.28667020797729,6.3302698135376,6.28082990646362,6.72276020050049,7.2054500579834,6.542799949646,6.53853988647461,5.91185474395752,6.48377990722656,6.44049978256226,6.32612991333008,6.14541006088257,5.71853017807007,5.15285396575928,5.25063991546631,6.05999994277954
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.24479960200243,7.29998358399048,7.82726038257215,7.63730480679813,7.61767386652623,7.5797915178343,7.73834561406861,7.77194936892333,7.45291944993419,6.99309374053271,6.66325508690257,6.13891580228936,5.51000526864372,5.78592087713163,5.76948984623052,6.02730971623362,6.09007866090625,5.90729954297613,5.85106560779507,..
Cyprus,CYP,Arable land (% of land area),AG.LND.ARBL.ZS,10.6060606060606,10.8225108225108,12.1212121212121,12.2294372294372,13.3116883116883,12.4458874458874,11.8831168831169,8.91774891774892,9.40476190476191,8.93939393939394,9.09090909090909,9.28571428571429,8.62878787878788,8.67748917748918,10.6471861471861,8.83116883116883,10.2088744588745,11.2559523809524,10.4179112554113,11.0824242424242
Cyprus,CYP,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.1,2.2,2.2,0.9,2.6,3.5,3.1,6.1,4.5,5.3,4.3,5.4,5.7,5.4,4.7,4.6,3.7,4.2,3.6,..
Cyprus,CYP,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,88.4000015258789,88.0400009155273,88.5,86.8600006103516,85.8199996948242,86.2799987792969,86.2399978637695,85.6900024414063,85.129997253418,84.120002746582,83.379997253418,83.9899978637695,83.75,84.0999984741211,83.9100036621094,81.9300003051758,81.7699966430664,81.870002746582,82.879997253418,82.4400024414063
Cyprus,CYP,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,7.76999998092651,8.38000011444092,8.93000030517578,21.7900009155273,19.5200004577637,10.7299995422363,8.98999977111816,9.64999961853027,9.89999961853027,11.6800003051758,14.6400003433228,15.9799995422363,18.6700000762939,17.0100002288818,15.3000001907349,16.0200004577637,16.0900001525879,13.210000038147,13.6599998474121,14.3599996566772
